flow_id,timestamp,src_site,dst_site,src_ip,dst_ip,src_port,dst_port,protocol,application,bytes,packets,duration_ms,dscp,fault_active
NF-0003489,2026-06-25T19:14:00,branch-kolkata,branch-jaipur,10.1.6.1,10.1.10.1,56348,443,TCP,HTTPS,49753377,53498,45464,CS0,0
NF-0003490,2026-06-25T19:55:00,branch-hyderabad,branch-bengaluru,10.1.3.1,10.1.1.1,50751,8801,UDP,Video-Conf,36334878,33243,92528,AF41,0
NF-0003491,2026-06-25T19:42:00,branch-kolkata,branch-nagpur,10.1.6.1,10.1.13.1,61728,21,TCP,FTP-Backup,18412647,24037,37129,CS0,0
NF-0003492,2026-06-25T19:57:00,branch-guwahati,branch-hyderabad,10.1.8.1,10.1.3.1,51818,123,UDP,NTP,38749396,57662,18469,CS0,0
NF-0003493,2026-06-25T19:37:00,branch-kochi,branch-bhopal,10.1.12.1,10.1.14.1,62361,123,UDP,NTP,42200646,38156,44597,CS0,0
NF-0003494,2026-06-25T19:12:00,branch-guwahati,branch-ahmedabad,10.1.8.1,10.1.5.1,56512,53,UDP,DNS,39704345,80699,76512,CS0,0
NF-0003495,2026-06-25T19:44:00,dc-mumbai,hub-delhi,10.0.0.2,10.0.0.1,62695,179,TCP,BGP,1710878,1252,62230,CS0,1
NF-0003496,2026-06-25T19:19:00,branch-ahmedabad,branch-jaipur,10.1.5.1,10.1.10.1,54880,161,UDP,SNMP,14148453,17087,23596,CS0,0
NF-0003497,2026-06-25T19:54:00,branch-bengaluru,branch-kochi,10.1.1.1,10.1.12.1,61495,161,UDP,SNMP,23634633,18609,93323,CS0,0
NF-0003498,2026-06-25T19:23:00,branch-pune,branch-bhubaneswar,10.1.4.1,10.1.7.1,51608,53,UDP,DNS,4982051,5616,15809,CS0,0
NF-0003499,2026-06-25T19:52:00,branch-pune,branch-lucknow,10.1.4.1,10.1.11.1,58799,5060,UDP,VoIP-RTP,42559203,32168,63051,EF,0
NF-0003500,2026-06-25T19:02:00,dc-mumbai,branch-kochi,10.0.0.2,10.1.12.1,52656,179,TCP,BGP,21036425,26002,90550,CS0,1
NF-0003501,2026-06-25T19:37:00,branch-bhubaneswar,branch-guwahati,10.1.7.1,10.1.8.1,51305,8801,UDP,Video-Conf,3628410,8477,8004,AF41,0
NF-0003502,2026-06-25T19:58:00,branch-jaipur,branch-guwahati,10.1.10.1,10.1.8.1,50902,21,TCP,FTP-Backup,20271619,36723,9012,CS0,0
NF-0003503,2026-06-25T19:12:00,branch-bhopal,branch-kochi,10.1.14.1,10.1.12.1,56160,389,TCP,LDAP,7526346,12778,24601,CS0,0
NF-0003504,2026-06-25T19:35:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,64936,8801,UDP,Video-Conf,37288737,32368,8140,AF41,0
NF-0003505,2026-06-25T19:56:00,branch-guwahati,branch-chennai,10.1.8.1,10.1.2.1,50052,389,TCP,LDAP,35021805,32159,45573,CS0,0
NF-0003506,2026-06-25T19:27:00,branch-bhubaneswar,hub-delhi,10.1.7.1,10.0.0.1,54182,21,TCP,FTP-Backup,31026310,60012,77388,CS0,0
NF-0003507,2026-06-25T19:16:00,branch-chandigarh,branch-chennai,10.1.9.1,10.1.2.1,52706,179,TCP,BGP,17760274,22144,91945,CS0,0
NF-0003508,2026-06-25T19:45:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,52508,53,UDP,DNS,26081685,50448,41093,CS0,0
NF-0003509,2026-06-25T19:47:00,branch-kochi,hub-delhi,10.1.12.1,10.0.0.1,58507,22,TCP,SSH,12922066,20875,106671,CS0,0
NF-0003510,2026-06-25T19:01:00,branch-nagpur,branch-bhubaneswar,10.1.13.1,10.1.7.1,63914,22,TCP,SSH,34149997,40462,95771,CS0,0
NF-0003511,2026-06-25T19:50:00,branch-bhubaneswar,branch-guwahati,10.1.7.1,10.1.8.1,63776,21,TCP,FTP-Backup,5036480,5988,39323,CS0,0
NF-0003512,2026-06-25T19:00:00,branch-pune,branch-bhubaneswar,10.1.4.1,10.1.7.1,64247,443,TCP,HTTPS,37312297,56277,98393,CS0,0
NF-0003513,2026-06-25T19:41:00,branch-bhubaneswar,branch-guwahati,10.1.7.1,10.1.8.1,53153,3200,TCP,ERP-SAP,39462101,68038,86918,CS0,0
NF-0003514,2026-06-25T19:17:00,branch-hyderabad,branch-chandigarh,10.1.3.1,10.1.9.1,60476,161,UDP,SNMP,36625098,37296,6942,CS0,0
NF-0003515,2026-06-25T19:57:00,branch-hyderabad,branch-jaipur,10.1.3.1,10.1.10.1,56750,21,TCP,FTP-Backup,23867526,20330,14928,CS0,0
NF-0003516,2026-06-25T19:12:00,branch-pune,branch-guwahati,10.1.4.1,10.1.8.1,62042,443,TCP,HTTPS,39398524,29358,25581,CS0,0
NF-0003517,2026-06-25T19:28:00,branch-lucknow,branch-jaipur,10.1.11.1,10.1.10.1,56434,161,UDP,SNMP,15278523,21920,45640,CS0,0
NF-0003518,2026-06-25T19:34:00,branch-kochi,branch-ahmedabad,10.1.12.1,10.1.5.1,50126,389,TCP,LDAP,25798909,22810,4111,CS0,0
NF-0003519,2026-06-25T19:43:00,hub-delhi,branch-ahmedabad,10.0.0.1,10.1.5.1,56117,514,UDP,Syslog,38964890,29996,9223,CS0,1
NF-0003520,2026-06-25T19:15:00,branch-kochi,hub-delhi,10.1.12.1,10.0.0.1,55446,53,UDP,DNS,39266292,83902,44154,CS0,0
NF-0003521,2026-06-25T19:53:00,branch-lucknow,branch-guwahati,10.1.11.1,10.1.8.1,59717,8801,UDP,Video-Conf,21248406,23222,40996,AF41,0
NF-0003522,2026-06-25T19:06:00,branch-jaipur,branch-bhopal,10.1.10.1,10.1.14.1,52899,21,TCP,FTP-Backup,5945826,4359,45512,CS0,0
NF-0003523,2026-06-25T19:31:00,branch-chandigarh,branch-hyderabad,10.1.9.1,10.1.3.1,55914,22,TCP,SSH,42401636,101927,3989,CS0,0
NF-0003524,2026-06-25T19:10:00,branch-nagpur,dc-mumbai,10.1.13.1,10.0.0.2,55191,443,TCP,HTTPS,38085007,43426,110554,CS0,0
NF-0003525,2026-06-25T19:43:00,branch-hyderabad,branch-chandigarh,10.1.3.1,10.1.9.1,54809,22,TCP,SSH,486637,388,61262,CS0,0
NF-0003526,2026-06-25T19:19:00,branch-nagpur,branch-lucknow,10.1.13.1,10.1.11.1,60726,389,TCP,LDAP,37410872,34102,62803,CS0,0
NF-0003527,2026-06-25T19:29:00,dc-mumbai,hub-delhi,10.0.0.2,10.0.0.1,58740,3200,TCP,ERP-SAP,6311422,5942,11929,CS0,1
NF-0003528,2026-06-25T19:56:00,branch-bengaluru,branch-hyderabad,10.1.1.1,10.1.3.1,52049,3200,TCP,ERP-SAP,13313002,27058,46704,CS0,0
NF-0003529,2026-06-25T19:45:00,branch-bhopal,branch-hyderabad,10.1.14.1,10.1.3.1,58988,22,TCP,SSH,5799522,4757,15241,CS0,0
NF-0003530,2026-06-25T19:08:00,branch-kolkata,branch-lucknow,10.1.6.1,10.1.11.1,51674,22,TCP,SSH,20971133,48997,21934,CS0,0
NF-0003531,2026-06-25T19:42:00,branch-chennai,branch-lucknow,10.1.2.1,10.1.11.1,62262,161,UDP,SNMP,41335972,32728,39407,CS0,0
NF-0003532,2026-06-25T19:52:00,branch-nagpur,hub-delhi,10.1.13.1,10.0.0.1,60160,53,UDP,DNS,4118174,5498,113397,CS0,0
NF-0003533,2026-06-25T19:34:00,branch-hyderabad,branch-jaipur,10.1.3.1,10.1.10.1,53132,514,UDP,Syslog,46068674,59214,22987,CS0,0
NF-0003534,2026-06-25T19:37:00,branch-chandigarh,branch-hyderabad,10.1.9.1,10.1.3.1,52574,179,TCP,BGP,8594970,10703,56153,CS0,0
NF-0003535,2026-06-25T19:33:00,branch-bhubaneswar,branch-bengaluru,10.1.7.1,10.1.1.1,54299,22,TCP,SSH,15651516,14452,110969,CS0,0
NF-0003536,2026-06-25T19:26:00,branch-guwahati,branch-kolkata,10.1.8.1,10.1.6.1,54068,179,TCP,BGP,44921527,43193,48860,CS0,0
NF-0003537,2026-06-25T19:12:00,branch-bengaluru,branch-chandigarh,10.1.1.1,10.1.9.1,51510,443,TCP,HTTPS,9316864,10922,78617,CS0,0
NF-0003538,2026-06-25T19:49:00,branch-lucknow,branch-bengaluru,10.1.11.1,10.1.1.1,62549,389,TCP,LDAP,11348952,10576,32887,CS0,0
NF-0003539,2026-06-25T19:48:00,branch-kochi,branch-bhubaneswar,10.1.12.1,10.1.7.1,49728,3200,TCP,ERP-SAP,11891402,8592,76029,CS0,0
NF-0003540,2026-06-25T19:14:00,branch-ahmedabad,branch-bhubaneswar,10.1.5.1,10.1.7.1,50043,3200,TCP,ERP-SAP,41971074,40788,55691,CS0,0
NF-0003541,2026-06-25T19:11:00,branch-ahmedabad,hub-delhi,10.1.5.1,10.0.0.1,62192,123,UDP,NTP,25768916,31931,76246,CS0,0
NF-0003542,2026-06-25T19:58:00,branch-bhubaneswar,branch-hyderabad,10.1.7.1,10.1.3.1,50591,161,UDP,SNMP,22397704,18664,22455,CS0,0
NF-0003543,2026-06-25T19:04:00,branch-bhopal,branch-lucknow,10.1.14.1,10.1.11.1,63131,22,TCP,SSH,39496040,33757,13754,CS0,0
NF-0003544,2026-06-25T19:28:00,branch-bhubaneswar,branch-jaipur,10.1.7.1,10.1.10.1,51496,443,TCP,HTTPS,40436174,72989,63743,CS0,0
NF-0003545,2026-06-25T19:32:00,branch-kolkata,branch-bengaluru,10.1.6.1,10.1.1.1,60004,53,UDP,DNS,43116383,62217,22704,CS0,0
NF-0003546,2026-06-25T19:59:00,branch-bengaluru,branch-kolkata,10.1.1.1,10.1.6.1,60774,514,UDP,Syslog,12402882,10224,88637,CS0,0
NF-0003547,2026-06-25T19:19:00,hub-delhi,branch-guwahati,10.0.0.1,10.1.8.1,64117,5060,UDP,VoIP-RTP,16634946,20410,31047,EF,1
NF-0003548,2026-06-25T19:17:00,hub-delhi,branch-chennai,10.0.0.1,10.1.2.1,63845,5060,UDP,VoIP-RTP,32500838,58665,56290,EF,1
NF-0003549,2026-06-25T19:42:00,branch-kolkata,dc-mumbai,10.1.6.1,10.0.0.2,57287,21,TCP,FTP-Backup,16613984,14663,34955,CS0,0
NF-0003550,2026-06-25T19:47:00,branch-chennai,branch-bhubaneswar,10.1.2.1,10.1.7.1,58098,53,UDP,DNS,48521173,47430,50974,CS0,0
NF-0003551,2026-06-25T20:47:00,branch-guwahati,hub-delhi,10.1.8.1,10.0.0.1,53109,179,TCP,BGP,25651196,26471,13562,CS0,0
NF-0003552,2026-06-25T20:21:00,branch-lucknow,branch-kolkata,10.1.11.1,10.1.6.1,61248,21,TCP,FTP-Backup,19234584,14980,4612,CS0,0
NF-0003553,2026-06-25T20:37:00,branch-pune,branch-bengaluru,10.1.4.1,10.1.1.1,59815,514,UDP,Syslog,25961821,38519,41186,CS0,0
NF-0003554,2026-06-25T20:59:00,branch-kochi,branch-chandigarh,10.1.12.1,10.1.9.1,56231,53,UDP,DNS,21114189,15582,23849,CS0,0
NF-0003555,2026-06-25T20:41:00,hub-delhi,branch-bhopal,10.0.0.1,10.1.14.1,55328,8801,UDP,Video-Conf,36693125,32130,28923,AF41,1
NF-0003556,2026-06-25T20:38:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,56686,22,TCP,SSH,48024474,86843,16788,CS0,0
NF-0003557,2026-06-25T20:10:00,branch-chandigarh,branch-jaipur,10.1.9.1,10.1.10.1,49837,389,TCP,LDAP,2965580,3959,100754,CS0,0
NF-0003558,2026-06-25T20:37:00,branch-nagpur,hub-delhi,10.1.13.1,10.0.0.1,65123,3200,TCP,ERP-SAP,8039837,10998,77312,CS0,0
NF-0003559,2026-06-25T20:02:00,branch-jaipur,dc-mumbai,10.1.10.1,10.0.0.2,64184,22,TCP,SSH,45961439,79243,79742,CS0,0
NF-0003560,2026-06-25T20:17:00,branch-ahmedabad,branch-lucknow,10.1.5.1,10.1.11.1,60062,8801,UDP,Video-Conf,23071972,39710,25723,AF41,0
NF-0003561,2026-06-25T20:07:00,dc-mumbai,branch-hyderabad,10.0.0.2,10.1.3.1,64070,53,UDP,DNS,6920257,13868,72469,CS0,1
NF-0003562,2026-06-25T20:42:00,branch-chennai,branch-bhopal,10.1.2.1,10.1.14.1,54858,389,TCP,LDAP,37170487,44622,62752,CS0,0
NF-0003563,2026-06-25T20:38:00,dc-mumbai,branch-bengaluru,10.0.0.2,10.1.1.1,54553,5060,UDP,VoIP-RTP,20496941,22927,64002,EF,1
NF-0003564,2026-06-25T20:06:00,branch-nagpur,branch-bhubaneswar,10.1.13.1,10.1.7.1,61507,22,TCP,SSH,25855710,25778,95631,CS0,0
NF-0003565,2026-06-25T20:36:00,branch-bengaluru,branch-kolkata,10.1.1.1,10.1.6.1,57314,8801,UDP,Video-Conf,24865966,22024,82787,AF41,0
NF-0003566,2026-06-25T20:42:00,branch-bhopal,branch-lucknow,10.1.14.1,10.1.11.1,64314,179,TCP,BGP,26297035,23251,97502,CS0,0
NF-0003567,2026-06-25T20:32:00,branch-kolkata,branch-chandigarh,10.1.6.1,10.1.9.1,62190,123,UDP,NTP,40947513,32810,114527,CS0,0
NF-0003568,2026-06-25T20:35:00,branch-bhopal,dc-mumbai,10.1.14.1,10.0.0.2,54036,179,TCP,BGP,3666829,5408,63185,CS0,0
NF-0003569,2026-06-25T20:43:00,branch-ahmedabad,dc-mumbai,10.1.5.1,10.0.0.2,61625,22,TCP,SSH,10115301,8565,30558,CS0,0
NF-0003570,2026-06-25T20:59:00,branch-ahmedabad,branch-chennai,10.1.5.1,10.1.2.1,52310,443,TCP,HTTPS,7806060,5697,24559,CS0,0
NF-0003571,2026-06-25T20:14:00,branch-nagpur,dc-mumbai,10.1.13.1,10.0.0.2,58591,179,TCP,BGP,45052373,101241,27758,CS0,0
NF-0003572,2026-06-25T20:48:00,branch-bengaluru,branch-chandigarh,10.1.1.1,10.1.9.1,53624,8801,UDP,Video-Conf,13946723,16217,110947,AF41,0
NF-0003573,2026-06-25T20:47:00,branch-bengaluru,branch-chennai,10.1.1.1,10.1.2.1,50829,21,TCP,FTP-Backup,24735892,33654,36678,CS0,0
NF-0003574,2026-06-25T20:04:00,branch-kochi,branch-pune,10.1.12.1,10.1.4.1,60885,21,TCP,FTP-Backup,49077102,43936,56888,CS0,0
NF-0003575,2026-06-25T20:18:00,branch-ahmedabad,branch-guwahati,10.1.5.1,10.1.8.1,50452,22,TCP,SSH,26416928,24213,50229,CS0,0
NF-0003576,2026-06-25T20:24:00,branch-bhopal,branch-guwahati,10.1.14.1,10.1.8.1,65509,123,UDP,NTP,18897221,31760,108160,CS0,0
NF-0003577,2026-06-25T20:14:00,branch-chennai,branch-bengaluru,10.1.2.1,10.1.1.1,55969,514,UDP,Syslog,3222037,2853,62183,CS0,0
NF-0003578,2026-06-25T20:46:00,branch-pune,branch-bhopal,10.1.4.1,10.1.14.1,56169,179,TCP,BGP,31276702,41262,109460,CS0,0
NF-0003579,2026-06-25T20:13:00,branch-chandigarh,branch-nagpur,10.1.9.1,10.1.13.1,49882,514,UDP,Syslog,16280697,35392,53979,CS0,0
NF-0003580,2026-06-25T20:37:00,dc-mumbai,branch-bhubaneswar,10.0.0.2,10.1.7.1,60556,123,UDP,NTP,15870524,33983,34785,CS0,1
NF-0003581,2026-06-25T20:26:00,branch-guwahati,branch-chandigarh,10.1.8.1,10.1.9.1,61741,443,TCP,HTTPS,25085166,18664,82343,CS0,0
NF-0003582,2026-06-25T20:35:00,branch-bhubaneswar,hub-delhi,10.1.7.1,10.0.0.1,53790,22,TCP,SSH,29968356,54686,43740,CS0,0
NF-0003583,2026-06-25T20:42:00,branch-bhubaneswar,branch-hyderabad,10.1.7.1,10.1.3.1,58868,161,UDP,SNMP,4710447,4529,68374,CS0,0
NF-0003584,2026-06-25T20:55:00,branch-ahmedabad,branch-chandigarh,10.1.5.1,10.1.9.1,57377,22,TCP,SSH,5481132,4054,8141,CS0,0
NF-0003585,2026-06-25T20:32:00,branch-guwahati,hub-delhi,10.1.8.1,10.0.0.1,61241,123,UDP,NTP,20165208,17398,96281,CS0,0
NF-0003586,2026-06-25T20:41:00,branch-guwahati,branch-jaipur,10.1.8.1,10.1.10.1,49671,389,TCP,LDAP,24933644,30973,89457,CS0,0
NF-0003587,2026-06-25T20:53:00,branch-chennai,branch-bhubaneswar,10.1.2.1,10.1.7.1,52650,161,UDP,SNMP,3899838,4280,57072,CS0,0
NF-0003588,2026-06-25T20:05:00,branch-kolkata,branch-nagpur,10.1.6.1,10.1.13.1,55212,123,UDP,NTP,40993315,49688,48906,CS0,0
NF-0003589,2026-06-25T20:13:00,dc-mumbai,branch-guwahati,10.0.0.2,10.1.8.1,56360,161,UDP,SNMP,22319380,44284,62632,CS0,1
NF-0003590,2026-06-25T20:49:00,branch-pune,branch-ahmedabad,10.1.4.1,10.1.5.1,54621,123,UDP,NTP,44811556,37847,68354,CS0,0
NF-0003591,2026-06-25T20:07:00,branch-ahmedabad,branch-kolkata,10.1.5.1,10.1.6.1,64038,3200,TCP,ERP-SAP,41007030,84725,59463,CS0,0
NF-0003592,2026-06-25T20:37:00,branch-jaipur,branch-bhubaneswar,10.1.10.1,10.1.7.1,55715,53,UDP,DNS,35481511,47308,3683,CS0,0
NF-0003593,2026-06-25T20:46:00,branch-bengaluru,branch-hyderabad,10.1.1.1,10.1.3.1,55057,53,UDP,DNS,29989402,41194,60669,CS0,0
NF-0003594,2026-06-25T20:07:00,branch-lucknow,branch-pune,10.1.11.1,10.1.4.1,57992,8801,UDP,Video-Conf,25641976,49984,103166,AF41,0
NF-0003595,2026-06-25T20:41:00,branch-lucknow,branch-pune,10.1.11.1,10.1.4.1,65512,8801,UDP,Video-Conf,47598567,56064,114070,AF41,0
NF-0003596,2026-06-25T20:24:00,branch-chandigarh,branch-bengaluru,10.1.9.1,10.1.1.1,65077,179,TCP,BGP,47158804,34247,74228,CS0,0
NF-0003597,2026-06-25T20:03:00,branch-jaipur,branch-bengaluru,10.1.10.1,10.1.1.1,61699,8801,UDP,Video-Conf,36887466,66225,35198,AF41,0
NF-0003598,2026-06-25T20:50:00,branch-hyderabad,branch-jaipur,10.1.3.1,10.1.10.1,51999,21,TCP,FTP-Backup,28945213,21978,103848,CS0,0
NF-0003599,2026-06-25T20:00:00,branch-pune,branch-chandigarh,10.1.4.1,10.1.9.1,61190,53,UDP,DNS,14258103,11306,47460,CS0,0
NF-0003600,2026-06-25T20:47:00,dc-mumbai,branch-pune,10.0.0.2,10.1.4.1,51920,21,TCP,FTP-Backup,13180528,32305,9517,CS0,1
NF-0003601,2026-06-25T20:22:00,branch-lucknow,branch-chandigarh,10.1.11.1,10.1.9.1,53595,22,TCP,SSH,14037808,11737,63892,CS0,0
NF-0003602,2026-06-25T20:09:00,branch-guwahati,branch-ahmedabad,10.1.8.1,10.1.5.1,63952,21,TCP,FTP-Backup,46711368,51901,90355,CS0,0
NF-0003603,2026-06-25T20:55:00,branch-ahmedabad,branch-bengaluru,10.1.5.1,10.1.1.1,55117,22,TCP,SSH,46604902,88434,80754,CS0,0
NF-0003604,2026-06-25T20:02:00,branch-kolkata,branch-pune,10.1.6.1,10.1.4.1,58837,514,UDP,Syslog,12134696,9213,29849,CS0,0
NF-0003605,2026-06-25T20:19:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,51238,389,TCP,LDAP,39000163,36346,75527,CS0,0
NF-0003606,2026-06-25T20:51:00,branch-guwahati,branch-kochi,10.1.8.1,10.1.12.1,52713,161,UDP,SNMP,8437940,7025,22038,CS0,0
NF-0003607,2026-06-25T20:11:00,branch-bhubaneswar,branch-pune,10.1.7.1,10.1.4.1,59885,22,TCP,SSH,32580085,25255,97324,CS0,0
NF-0003608,2026-06-25T20:01:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,65307,21,TCP,FTP-Backup,40241931,30279,111716,CS0,0
NF-0003609,2026-06-25T20:06:00,branch-hyderabad,branch-chennai,10.1.3.1,10.1.2.1,56921,53,UDP,DNS,5506841,5953,23028,CS0,0
NF-0003610,2026-06-25T20:22:00,branch-nagpur,branch-guwahati,10.1.13.1,10.1.8.1,53360,53,UDP,DNS,354142,403,65446,CS0,0
NF-0003611,2026-06-25T20:44:00,branch-chennai,branch-pune,10.1.2.1,10.1.4.1,53370,22,TCP,SSH,29000715,46401,65035,CS0,0
NF-0003612,2026-06-25T20:15:00,branch-kochi,branch-nagpur,10.1.12.1,10.1.13.1,52945,5060,UDP,VoIP-RTP,27521042,32038,1591,EF,0
NF-0003613,2026-06-25T20:15:00,branch-kochi,branch-kolkata,10.1.12.1,10.1.6.1,63404,179,TCP,BGP,22677168,21273,101068,CS0,0
NF-0003614,2026-06-25T20:34:00,branch-hyderabad,dc-mumbai,10.1.3.1,10.0.0.2,54896,179,TCP,BGP,21527969,19499,114160,CS0,0
NF-0003615,2026-06-25T20:09:00,branch-nagpur,dc-mumbai,10.1.13.1,10.0.0.2,55646,389,TCP,LDAP,37339089,41258,92441,CS0,0
NF-0003616,2026-06-25T20:32:00,branch-bhopal,branch-chandigarh,10.1.14.1,10.1.9.1,57719,389,TCP,LDAP,5301684,6244,51601,CS0,0
NF-0003617,2026-06-25T20:22:00,hub-delhi,dc-mumbai,10.0.0.1,10.0.0.2,50934,8801,UDP,Video-Conf,29300610,22766,84393,AF41,1
NF-0003618,2026-06-25T20:34:00,branch-hyderabad,branch-jaipur,10.1.3.1,10.1.10.1,55425,514,UDP,Syslog,37475142,28672,96406,CS0,0
NF-0003619,2026-06-25T20:16:00,branch-chandigarh,branch-guwahati,10.1.9.1,10.1.8.1,58378,161,UDP,SNMP,47682631,35557,52430,CS0,0
NF-0003620,2026-06-25T20:35:00,branch-bhubaneswar,branch-kolkata,10.1.7.1,10.1.6.1,56203,514,UDP,Syslog,11497474,25269,36371,CS0,0
NF-0003621,2026-06-25T20:19:00,branch-bhopal,branch-pune,10.1.14.1,10.1.4.1,49495,5060,UDP,VoIP-RTP,14721371,16766,83948,EF,0
NF-0003622,2026-06-25T20:27:00,branch-hyderabad,branch-nagpur,10.1.3.1,10.1.13.1,57489,21,TCP,FTP-Backup,16645335,35190,109059,CS0,0
NF-0003623,2026-06-25T20:14:00,branch-lucknow,branch-kochi,10.1.11.1,10.1.12.1,62358,443,TCP,HTTPS,34727007,29454,79060,CS0,0
NF-0003624,2026-06-25T20:07:00,branch-jaipur,branch-lucknow,10.1.10.1,10.1.11.1,61998,5060,UDP,VoIP-RTP,31145587,48437,944,EF,0
NF-0003625,2026-06-25T20:31:00,branch-bengaluru,branch-guwahati,10.1.1.1,10.1.8.1,57283,22,TCP,SSH,28474064,67314,55746,CS0,0
NF-0003626,2026-06-25T20:35:00,branch-jaipur,branch-guwahati,10.1.10.1,10.1.8.1,62174,22,TCP,SSH,42692529,35666,103655,CS0,0
NF-0003627,2026-06-25T20:23:00,branch-ahmedabad,hub-delhi,10.1.5.1,10.0.0.1,59109,22,TCP,SSH,26687051,35160,42599,CS0,0
NF-0003628,2026-06-25T20:53:00,branch-bhopal,branch-jaipur,10.1.14.1,10.1.10.1,61751,514,UDP,Syslog,48508627,34898,8800,CS0,0
NF-0003629,2026-06-25T20:03:00,branch-kochi,branch-chandigarh,10.1.12.1,10.1.9.1,62314,5060,UDP,VoIP-RTP,20668237,19816,115548,EF,0
NF-0003630,2026-06-25T20:50:00,branch-hyderabad,branch-pune,10.1.3.1,10.1.4.1,61932,179,TCP,BGP,19788639,16559,109189,CS0,0
NF-0003631,2026-06-25T20:09:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,65084,123,UDP,NTP,25405522,20195,13720,CS0,0
NF-0003632,2026-06-25T20:26:00,branch-bhopal,branch-jaipur,10.1.14.1,10.1.10.1,49448,161,UDP,SNMP,28661100,21027,87217,CS0,0
NF-0003633,2026-06-25T20:47:00,branch-bhubaneswar,branch-ahmedabad,10.1.7.1,10.1.5.1,52828,22,TCP,SSH,33179953,33113,27275,CS0,0
NF-0003634,2026-06-25T20:01:00,branch-nagpur,branch-pune,10.1.13.1,10.1.4.1,50078,514,UDP,Syslog,32263867,42285,90373,CS0,0
NF-0003635,2026-06-25T20:10:00,branch-kochi,branch-bhubaneswar,10.1.12.1,10.1.7.1,63341,514,UDP,Syslog,24791815,60174,39817,CS0,0
NF-0003636,2026-06-25T20:01:00,branch-bhubaneswar,branch-ahmedabad,10.1.7.1,10.1.5.1,54000,8801,UDP,Video-Conf,45683958,58270,73466,AF41,0
NF-0003637,2026-06-25T20:32:00,branch-bhubaneswar,branch-guwahati,10.1.7.1,10.1.8.1,56185,514,UDP,Syslog,47629025,46925,82252,CS0,0
NF-0003638,2026-06-25T20:30:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,58919,21,TCP,FTP-Backup,10635759,20453,66164,CS0,0
NF-0003639,2026-06-25T20:24:00,branch-ahmedabad,branch-bhubaneswar,10.1.5.1,10.1.7.1,56070,22,TCP,SSH,18291577,29173,21976,CS0,0
NF-0003640,2026-06-25T21:43:00,branch-chandigarh,branch-bhubaneswar,10.1.9.1,10.1.7.1,50434,443,TCP,HTTPS,43581872,97064,55532,CS0,0
NF-0003641,2026-06-25T21:21:00,branch-bhubaneswar,branch-bhopal,10.1.7.1,10.1.14.1,64611,389,TCP,LDAP,7138924,10800,61920,CS0,0
NF-0003642,2026-06-25T21:12:00,branch-jaipur,branch-chennai,10.1.10.1,10.1.2.1,64319,443,TCP,HTTPS,8684179,8925,20903,CS0,0
NF-0003643,2026-06-25T21:56:00,branch-hyderabad,branch-nagpur,10.1.3.1,10.1.13.1,50700,53,UDP,DNS,39225208,34198,1824,CS0,0
NF-0003644,2026-06-25T21:30:00,branch-chandigarh,branch-nagpur,10.1.9.1,10.1.13.1,51393,53,UDP,DNS,24684515,28570,115922,CS0,0
NF-0003645,2026-06-25T21:40:00,dc-mumbai,branch-bengaluru,10.0.0.2,10.1.1.1,57225,22,TCP,SSH,5732311,4429,68765,CS0,0
NF-0003646,2026-06-25T21:20:00,branch-chennai,branch-kochi,10.1.2.1,10.1.12.1,59671,514,UDP,Syslog,48913935,46987,36947,CS0,0
NF-0003647,2026-06-25T21:45:00,branch-chandigarh,branch-bhopal,10.1.9.1,10.1.14.1,56881,22,TCP,SSH,15600138,37590,93334,CS0,0
NF-0003648,2026-06-25T21:12:00,branch-chennai,branch-kochi,10.1.2.1,10.1.12.1,59385,514,UDP,Syslog,35397160,30357,116775,CS0,0
NF-0003649,2026-06-25T21:36:00,branch-bengaluru,branch-chennai,10.1.1.1,10.1.2.1,56870,514,UDP,Syslog,32105384,29213,22998,CS0,0
NF-0003650,2026-06-25T21:20:00,dc-mumbai,branch-kochi,10.0.0.2,10.1.12.1,55913,53,UDP,DNS,45924740,39865,53465,CS0,1
NF-0003651,2026-06-25T21:20:00,dc-mumbai,hub-delhi,10.0.0.2,10.0.0.1,61802,21,TCP,FTP-Backup,32964869,71662,13181,CS0,1
NF-0003652,2026-06-25T21:16:00,branch-kolkata,dc-mumbai,10.1.6.1,10.0.0.2,52669,514,UDP,Syslog,38518920,54714,20368,CS0,0
NF-0003653,2026-06-25T21:28:00,branch-lucknow,branch-nagpur,10.1.11.1,10.1.13.1,64497,161,UDP,SNMP,28122645,51412,115077,CS0,0
NF-0003654,2026-06-25T21:59:00,hub-delhi,branch-hyderabad,10.0.0.1,10.1.3.1,53614,22,TCP,SSH,218583,225,41504,CS0,0
NF-0003655,2026-06-25T21:10:00,branch-bhubaneswar,branch-bhopal,10.1.7.1,10.1.14.1,51080,123,UDP,NTP,5736948,6511,80799,CS0,0
