event_id,timestamp,site_id,severity,facility,message,fault_type,correlated_scenario
SLOG-000154,2026-06-25T03:38:19.337776,dc-mumbai,WARN,LOCAL7,%IF-4-CRC_ERROR: CRC errors on Tunnel1: 101 in last 5 minutes,interface_error_spike,scenario-9
SLOG-000504,2026-06-25T03:47:29,branch-guwahati,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.8.1 on TenGigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000506,2026-06-25T04:04:38,branch-bhopal,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.14.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000507,2026-06-25T04:30:30,branch-kolkata,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000511,2026-06-25T05:06:30,branch-guwahati,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.8.1 on GigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000508,2026-06-25T05:47:45,branch-chandigarh,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.9.1 on GigabitEthernet0/1 from LOADING to FULL",normal,none
SLOG-000509,2026-06-25T05:53:32,branch-bhopal,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.14.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000510,2026-06-25T05:57:19,branch-lucknow,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.11.1 Up,normal,none
SLOG-000168,2026-06-25T06:01:52.949483,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000178,2026-06-25T06:03:22.931807,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 91s on tunnel Tunnel2,tunnel_rekey_anomaly,scenario-10
SLOG-000184,2026-06-25T06:13:37.505986,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 310s on tunnel Tunnel1,tunnel_rekey_anomaly,scenario-10
SLOG-000165,2026-06-25T06:14:53.349726,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000514,2026-06-25T06:21:33,branch-pune,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000515,2026-06-25T06:23:06,branch-kolkata,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.6.1,normal,none
SLOG-000173,2026-06-25T06:26:26.046102,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000167,2026-06-25T06:26:47.518732,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000513,2026-06-25T06:30:19,branch-bhubaneswar,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.7.1 Up,normal,none
SLOG-000171,2026-06-25T06:32:32.294386,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 253s on tunnel Tunnel1,tunnel_rekey_anomaly,scenario-10
SLOG-000172,2026-06-25T06:36:17.709123,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 417s on tunnel Tunnel0,tunnel_rekey_anomaly,scenario-10
SLOG-000182,2026-06-25T06:41:07.854955,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000512,2026-06-25T06:43:48,branch-nagpur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000180,2026-06-25T06:45:56.561111,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000166,2026-06-25T06:45:58.703617,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 360s on tunnel Tunnel3,tunnel_rekey_anomaly,scenario-10
SLOG-000176,2026-06-25T06:45:59.709900,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 357s on tunnel Tunnel2,tunnel_rekey_anomaly,scenario-10
SLOG-000170,2026-06-25T06:47:22.794727,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000183,2026-06-25T06:52:17.975365,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000179,2026-06-25T07:00:40.856956,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000187,2026-06-25T07:01:03.761933,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 343s on tunnel Tunnel2,tunnel_rekey_anomaly,scenario-10
SLOG-000516,2026-06-25T07:03:20,branch-jaipur,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel0, changed state to up",normal,none
SLOG-000169,2026-06-25T07:11:25.829520,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000189,2026-06-25T07:13:18.155583,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000175,2026-06-25T07:13:31.153116,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 287s on tunnel Tunnel2,tunnel_rekey_anomaly,scenario-10
SLOG-000177,2026-06-25T07:15:00.764654,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000174,2026-06-25T07:15:02.258444,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000186,2026-06-25T07:15:22.358112,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000518,2026-06-25T07:18:04,branch-ahmedabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000185,2026-06-25T07:26:00.321595,branch-nagpur,WARN,LOCAL7,"%IPSEC-4-SA_EXPIRED: IKE SA expired, renegotiating",tunnel_rekey_anomaly,scenario-10
SLOG-000188,2026-06-25T07:26:51.378526,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 196s on tunnel Tunnel1,tunnel_rekey_anomaly,scenario-10
SLOG-000181,2026-06-25T07:27:54.202971,branch-nagpur,WARN,LOCAL7,%IPSEC-4-REKEY_DELAY: IPSec rekey taking 247s on tunnel Tunnel3,tunnel_rekey_anomaly,scenario-10
SLOG-000517,2026-06-25T07:31:20,branch-kochi,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.12.1 Up,normal,none
SLOG-000519,2026-06-25T07:54:38,branch-kochi,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/2, changed state to up",normal,none
SLOG-000521,2026-06-25T08:04:05,branch-hyderabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000520,2026-06-25T08:12:49,branch-lucknow,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000524,2026-06-25T08:34:38,branch-guwahati,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.8.1 on Tunnel0 from LOADING to FULL",normal,none
SLOG-000523,2026-06-25T08:38:04,branch-ahmedabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000522,2026-06-25T08:40:33,branch-bengaluru,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.1.1,normal,none
SLOG-000526,2026-06-25T08:55:12,branch-bhopal,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.14.1,normal,none
SLOG-000525,2026-06-25T08:59:25,branch-bhubaneswar,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.7.1 on TenGigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000528,2026-06-25T09:12:56,hub-delhi,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000203,2026-06-25T09:31:28.827661,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000196,2026-06-25T09:31:41.647953,branch-ahmedabad,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.1.5.1 Down, hold timer expired",bgp_route_flap,scenario-11
SLOG-000192,2026-06-25T09:31:51.830354,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000208,2026-06-25T09:34:33.949511,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000200,2026-06-25T09:38:22.733493,branch-ahmedabad,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.5.1 Up,bgp_route_flap,scenario-11
SLOG-000201,2026-06-25T09:40:23.856399,branch-ahmedabad,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.1.5.1 Down, hold timer expired",bgp_route_flap,scenario-11
SLOG-000197,2026-06-25T09:41:21.128209,branch-ahmedabad,WARN,LOCAL7,"%BGP-4-DAMP: Route 10.19.3.0/30 dampened, penalty 2008",bgp_route_flap,scenario-11
SLOG-000204,2026-06-25T09:42:19.611624,branch-ahmedabad,WARN,LOCAL7,%BGP-4-MAXPFX: Maximum prefix limit approaching on 10.1.5.1,bgp_route_flap,scenario-11
SLOG-000198,2026-06-25T09:44:53.896736,branch-ahmedabad,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.5.1 Up,bgp_route_flap,scenario-11
SLOG-000194,2026-06-25T09:44:55.778852,branch-ahmedabad,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.5.1 Up,bgp_route_flap,scenario-11
SLOG-000195,2026-06-25T09:46:16.234913,branch-ahmedabad,WARN,LOCAL7,"%BGP-4-DAMP: Route 10.5.5.0/30 dampened, penalty 2663",bgp_route_flap,scenario-11
SLOG-000527,2026-06-25T09:46:42,branch-nagpur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.13.1 Up,normal,none
SLOG-000207,2026-06-25T09:48:16.938177,branch-ahmedabad,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.1.5.1 Down, hold timer expired",bgp_route_flap,scenario-11
SLOG-000205,2026-06-25T09:48:45.143971,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000190,2026-06-25T09:56:27.281379,branch-ahmedabad,WARN,LOCAL7,%BGP-4-MAXPFX: Maximum prefix limit approaching on 10.1.5.1,bgp_route_flap,scenario-11
SLOG-000199,2026-06-25T09:57:03.507645,branch-ahmedabad,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.1.5.1 Down, hold timer expired",bgp_route_flap,scenario-11
SLOG-000202,2026-06-25T09:58:14.989147,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000206,2026-06-25T09:58:24.830750,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000193,2026-06-25T09:58:50.575533,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000191,2026-06-25T09:59:34.160123,branch-ahmedabad,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.5.1 Down BGP Notification sent,bgp_route_flap,scenario-11
SLOG-000533,2026-06-25T10:07:00,branch-ahmedabad,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.5.1,normal,none
SLOG-000532,2026-06-25T10:18:49,hub-delhi,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.0.0.1 on GigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000531,2026-06-25T10:26:10,branch-hyderabad,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.3.1,normal,none
SLOG-000530,2026-06-25T10:37:02,hub-delhi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000529,2026-06-25T10:54:15,branch-chennai,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000537,2026-06-25T11:04:40,branch-hyderabad,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.3.1,normal,none
SLOG-000536,2026-06-25T11:12:19,branch-bengaluru,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.1.1 on GigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000535,2026-06-25T11:14:18,branch-guwahati,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.8.1,normal,none
SLOG-000534,2026-06-25T11:31:19,hub-delhi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000540,2026-06-25T12:05:36,branch-chennai,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface TenGigabitEthernet0/0, changed state to up",normal,none
SLOG-000542,2026-06-25T12:11:59,hub-delhi,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.0.0.1,normal,none
SLOG-000231,2026-06-25T12:15:56.378765,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000544,2026-06-25T12:17:39,branch-kolkata,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.6.1 Up,normal,none
SLOG-000543,2026-06-25T12:18:43,branch-ahmedabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000545,2026-06-25T12:21:55,branch-bhopal,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel0, changed state to up",normal,none
SLOG-000214,2026-06-25T12:24:29.642047,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000538,2026-06-25T12:26:18,dc-mumbai,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000539,2026-06-25T12:31:15,branch-kolkata,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.6.1,normal,none
SLOG-000227,2026-06-25T12:45:07.567584,branch-bengaluru,CRIT,LOCAL7,"%INTERFACE-2-QUEUE_FULL: Interface Tunnel0 queue FULL, dropping packets",progressive_congestion,scenario-12
SLOG-000541,2026-06-25T12:55:28,branch-bhopal,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Loopback0, changed state to up",normal,none
SLOG-000547,2026-06-25T13:01:27,branch-pune,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.4.1,normal,none
SLOG-000211,2026-06-25T13:11:43.500353,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 89% on GigabitEthernet0/2, SLA at risk",progressive_congestion,scenario-12
SLOG-000550,2026-06-25T13:19:57,branch-chandigarh,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.9.1 Up,normal,none
SLOG-000549,2026-06-25T13:24:35,branch-pune,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.4.1 Up,normal,none
SLOG-000212,2026-06-25T13:29:00.671959,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 94% on TenGigabitEthernet0/0, SLA at risk",progressive_congestion,scenario-12
SLOG-000221,2026-06-25T13:33:22.297821,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 97% on Loopback0, SLA at risk",progressive_congestion,scenario-12
SLOG-000222,2026-06-25T13:36:33.145874,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 95% on TenGigabitEthernet0/0, SLA at risk",progressive_congestion,scenario-12
SLOG-000548,2026-06-25T13:39:05,branch-kochi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000219,2026-06-25T13:40:20.099888,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000546,2026-06-25T13:53:35,branch-kochi,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.12.1 on Tunnel0 from LOADING to FULL",normal,none
SLOG-000552,2026-06-25T14:12:40,hub-delhi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000209,2026-06-25T14:14:39.726173,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000229,2026-06-25T14:15:21.650129,branch-bengaluru,CRIT,LOCAL7,"%INTERFACE-2-QUEUE_FULL: Interface GigabitEthernet0/0 queue FULL, dropping packets",progressive_congestion,scenario-12
SLOG-000225,2026-06-25T14:16:32.502868,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000551,2026-06-25T14:25:15,branch-chandigarh,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel0, changed state to up",normal,none
SLOG-000215,2026-06-25T14:33:23.453221,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000223,2026-06-25T14:34:13.044975,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 74% on GigabitEthernet0/1, SLA at risk",progressive_congestion,scenario-12
SLOG-000553,2026-06-25T14:37:39,branch-nagpur,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.13.1,normal,none
SLOG-000226,2026-06-25T14:37:48.683707,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000555,2026-06-25T14:40:42,hub-delhi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000217,2026-06-25T14:44:37.107116,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 83% on GigabitEthernet0/2, SLA at risk",progressive_congestion,scenario-12
SLOG-000554,2026-06-25T14:47:27,branch-nagpur,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.13.1 on Tunnel1 from LOADING to FULL",normal,none
SLOG-000216,2026-06-25T14:47:49.838115,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 76% on Loopback0, SLA at risk",progressive_congestion,scenario-12
SLOG-000224,2026-06-25T14:59:11.311694,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 72% on Tunnel0, SLA at risk",progressive_congestion,scenario-12
SLOG-000228,2026-06-25T15:05:56.408682,branch-bengaluru,ERROR,LOCAL7,"%BW-3-SATURATION: Bandwidth utilization 83% on GigabitEthernet0/0, SLA at risk",progressive_congestion,scenario-12
SLOG-000218,2026-06-25T15:16:55.222905,branch-bengaluru,CRIT,LOCAL7,"%INTERFACE-2-QUEUE_FULL: Interface Tunnel0 queue FULL, dropping packets",progressive_congestion,scenario-12
SLOG-000230,2026-06-25T15:19:36.381671,branch-bengaluru,ERROR,LOCAL7,"%QOS-3-PRIORITY_DROP: Priority queue saturated, dropping EF traffic",progressive_congestion,scenario-12
SLOG-000213,2026-06-25T15:34:57.828081,branch-bengaluru,CRIT,LOCAL7,"%INTERFACE-2-QUEUE_FULL: Interface Tunnel1 queue FULL, dropping packets",progressive_congestion,scenario-12
SLOG-000556,2026-06-25T15:35:43,branch-ahmedabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000220,2026-06-25T15:42:40.704027,branch-bengaluru,CRIT,LOCAL7,"%INTERFACE-2-QUEUE_FULL: Interface TenGigabitEthernet0/0 queue FULL, dropping packets",progressive_congestion,scenario-12
SLOG-000557,2026-06-25T15:45:37,branch-lucknow,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/2, changed state to up",normal,none
SLOG-000210,2026-06-25T15:59:25.743139,branch-bengaluru,CRIT,LOCAL7,"%INTERFACE-2-QUEUE_FULL: Interface Loopback0 queue FULL, dropping packets",progressive_congestion,scenario-12
SLOG-000560,2026-06-25T16:10:11,branch-lucknow,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.11.1,normal,none
SLOG-000561,2026-06-25T16:13:50,branch-guwahati,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.8.1 on TenGigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000558,2026-06-25T16:17:27,branch-chandigarh,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.9.1,normal,none
SLOG-000562,2026-06-25T16:18:15,branch-jaipur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000236,2026-06-25T16:31:10.613038,branch-chandigarh,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 71% exceeds SLA threshold of 1%,packet_loss_spike,scenario-13
SLOG-000239,2026-06-25T16:33:59.319748,branch-chandigarh,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 89% on GigabitEthernet0/1,packet_loss_spike,scenario-13
SLOG-000238,2026-06-25T16:35:00.241081,branch-chandigarh,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 89% exceeds SLA threshold of 1%,packet_loss_spike,scenario-13
SLOG-000244,2026-06-25T16:35:41.743969,branch-chandigarh,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 78% on Tunnel1,packet_loss_spike,scenario-13
SLOG-000243,2026-06-25T16:36:44.901472,branch-chandigarh,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 79% on TenGigabitEthernet0/0,packet_loss_spike,scenario-13
SLOG-000232,2026-06-25T16:37:13.914420,branch-chandigarh,WARN,LOCAL7,"%BFD-4-ECHO_FAIL: BFD echo failure on 10.1.9.1, loss detected",packet_loss_spike,scenario-13
SLOG-000234,2026-06-25T16:40:15.587373,branch-chandigarh,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 94% exceeds SLA threshold of 1%,packet_loss_spike,scenario-13
SLOG-000235,2026-06-25T16:40:24.923591,branch-chandigarh,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 98% on GigabitEthernet0/1,packet_loss_spike,scenario-13
SLOG-000563,2026-06-25T16:40:37,branch-chandigarh,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.9.1 on TenGigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000233,2026-06-25T16:48:02.970735,branch-chandigarh,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 84% exceeds SLA threshold of 1%,packet_loss_spike,scenario-13
SLOG-000564,2026-06-25T16:48:17,branch-pune,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.4.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000242,2026-06-25T16:48:38.653599,branch-chandigarh,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 73% on TenGigabitEthernet0/0,packet_loss_spike,scenario-13
SLOG-000559,2026-06-25T16:50:17,hub-delhi,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.0.0.1,normal,none
SLOG-000241,2026-06-25T16:53:58.980321,branch-chandigarh,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 93% on GigabitEthernet0/0,packet_loss_spike,scenario-13
SLOG-000565,2026-06-25T16:54:46,branch-bhubaneswar,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.7.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000569,2026-06-25T17:01:51,branch-lucknow,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.11.1,normal,none
SLOG-000240,2026-06-25T17:02:57.132455,branch-chandigarh,WARN,LOCAL7,"%BFD-4-ECHO_FAIL: BFD echo failure on 10.1.9.1, loss detected",packet_loss_spike,scenario-13
SLOG-000567,2026-06-25T17:17:58,branch-pune,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.4.1,normal,none
SLOG-000237,2026-06-25T17:29:18.576857,branch-chandigarh,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 74% on GigabitEthernet0/0,packet_loss_spike,scenario-13
SLOG-000566,2026-06-25T17:33:49,branch-jaipur,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel0, changed state to up",normal,none
SLOG-000568,2026-06-25T17:45:09,branch-jaipur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000572,2026-06-25T18:16:35,branch-kochi,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.12.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000570,2026-06-25T18:39:18,branch-chennai,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000573,2026-06-25T18:39:18,branch-chandigarh,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000571,2026-06-25T18:55:31,branch-kolkata,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.6.1 on TenGigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000250,2026-06-25T19:25:06.160810,hub-delhi,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.0.0.1 Down, hold timer expired",route_flap_cascade,scenario-14
